femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,7,99007,Baker (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,c2674b49df1438f94106d92557836840d217a455,995b7195-0e19-4954-874a-c96b942a5e73
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,45,99045,Carroll (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,683c20eba1c07b2d5aace49e1bbc3ae7391cf644,5f8ea203-bfb9-4e67-a0b7-96c6538509e5
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,53,99053,Chattahoochee (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,10f7c1bb0932943923f59e8b26875f84b6f03c45,70f5b477-45c8-4e27-8da3-dc735ef7aab2
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,79,99079,Crawford (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,f1d85aae383784db2acd9295ecee8bd804369d01,081c9959-168a-4072-a316-8a930ac3e89f
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,83,99083,Dade (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,e42bff1c2f02a2b518235c39ed89e7b5ad22f916,f39e079a-b70d-47a9-a11a-5e0a59b4c8a1
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,87,99087,Decatur (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,07e861bb48bbc8e4c35cb0ebc2cd76edbdbc3ffa,0a74163e-c1db-4c55-b879-60a78b5b65a5
DR-4259-GA,4259,GA,DR,2016-02-26T00:00:00.000Z,2016,Severe Storm,SEVERE STORMS AND FLOODING,0,0,1,1,2015-12-22T00:00:00.000Z,2016-01-13T00:00:00.000Z,2025-04-01T00:00:00.000Z,0,13,97,99097,Douglas (County),16016,,2015122301,4,,2025-04-03T16:01:36.356Z,a58d9e9cb72b26cb5e3f212b9f96406e26199ec5,e77de6f2-f17c-49f6-89dc-f22fac6290ac
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,1,99001,Anderson (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,cae9d02191be57d59600c5f37b05792c26c074e5,7ec8d121-0ae7-47b8-8b6a-01885344fd78
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,5,99005,Angelina (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,b4a44b6995ec8b4f22ff9db23de0ffe711214407,00dd35c1-d8b3-4052-a9bf-550fc9a2c869
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,7,99007,Aransas (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,6bdf1fb5f4341d198a44fa754fe07fd21198caff,6a5d13ef-04a7-493b-a3be-bef864f092cd
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,41,99041,Brazos (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,a5695623da9abedd7f418c030c8a146554fa089c,110b9083-77fc-4786-a9e8-cdb8519eb422
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,51,99051,Burleson (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,7d03ec201f0a8cfdd511efc5882625a45d6a060d,6350c1f2-b172-42c6-90b5-471617f81d40
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,57,99057,Calhoun (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,dab50def828437d2ecc26147c219ed55ae351b06,73941516-8aca-438f-9c1f-9cec86c2d04d
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,61,99061,Cameron (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,e8a7164200561faac78a355f21c54431a4d09ea5,0296d1b2-3862-489d-a4b7-ff7e373863ca
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,63,99063,Camp (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,e7e9519f98a9545b35dfcf13e1f5c7acf0dcc113,6b3851e0-4079-4f72-af49-c7119fa0f20b
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,67,99067,Cass (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,29d5acda385ca4af8e672e6fd46d8b4de1df5ddf,86a77c46-458a-4230-9e92-6d276a5e8719
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,73,99073,Cherokee (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,119760fce3e442d2e7cb6074e7739bf5168226f1,701bcdd7-67a1-4a6b-b351-81f8e05783cf
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,89,99089,Colorado (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,a3266648166f16fd41c7c1da7cd5b31a1ccf0e92,a515be20-f1fc-48e1-ab34-b078775a271e
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,123,99123,DeWitt (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,24b391399a6bafcfb2ceac4d0fd37b19142a2b86,d8521880-deed-4001-b701-c9c74d537e1c
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,149,99149,Fayette (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,3cd51f7ad1c9f1878aedff807a4d4930c48f360b,12805e0d-4505-4b8f-9055-1fe8a6b136fa
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,161,99161,Freestone (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,6325f31accbfa04aef4adcb52ed8fc12dc8036ce,2b2d2c48-7565-4747-b349-ac237dae7eef
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,175,99175,Goliad (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,33db7123cdfbaec42a9e6cbe222b3b3dc1a49821,8d99bfaf-c579-4707-92a1-84cd588efe5a
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,183,99183,Gregg (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,f6f20df0aff3781bfcfc5ced1f870361c664175a,6d2815f5-00b7-4a08-92ef-6aab01ba626a
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,185,99185,Grimes (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,2971cf8216fd5dc33c3636baeb413958e1ffc5fa,c41af707-dcb3-4a18-836a-0707623e57e4
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,199,99199,Hardin (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,bb4b5ba42e1193ebf1d6cb5fc7fcdfe4ceacbab6,dc4923c2-a078-44e9-a1c2-ce751f6e7b74
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,203,99203,Harrison (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,cc19eeaa0dd040fc92f9a2ad739f1c102c40a850,e91becb8-4208-4850-bcfa-d17adf4d816d
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,215,99215,Hidalgo (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,2932c1266872fc53f9200a1f5ecd7181c912dd90,7497e31e-8dbc-49ca-a8db-4e4258f9ff7f
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,225,99225,Houston (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,4cfe3754978e8c9dafb09d06a7dc9d69918048b9,3c52a47a-a259-4b23-b3e2-f6c4c4ddc3c8
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,261,99261,Kenedy (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,7c31a4353df8e380e6d497dffedf67f64a2f0e45,9b975eeb-8719-4a3c-90a1-cd193720e9e9
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,273,99273,Kleberg (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,96abbd97975ce8f6ddc62d4d4a1a98ee4f17ef0a,b22a86fa-30dc-4b3f-98e6-9b2750acd837
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,285,99285,Lavaca (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,bb2bc0c134a9ce7153a3b96ea3dbde81edc94075,3c5cea2d-4ca2-4d05-98dd-46af698a73e3
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,287,99287,Lee (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,6df0b2959957bf77f7d2cc0397055606cdd1f976,018468b5-31aa-4825-a1f7-c5b66c9d8cbc
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,289,99289,Leon (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,f82fc8133f7ecb0898c4b7f9a46ea2ce0e88fe2c,b54bbb03-0d0e-420c-a171-3b1266878dbc
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,313,99313,Madison (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,5466fc6357acb4961cbb8a2851cec02fb9f4a0e0,3f23ae09-01cf-4ea4-aa3b-3dc8dd451cbe
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,315,99315,Marion (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,2eb9b98920167c5e278055b9e2d0fef41ecea7ad,abf0b32a-a6de-4de3-81f4-5278a40ddef2
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,331,99331,Milam (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,dc59dd28ff223126b109a2efdcf9ded646b3033c,bfc85f39-4368-4771-833b-7c49d9b3df3c
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,343,99343,Morris (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,29930c9fb343482cf160117dbd612bd75107c072,a0b3084f-dd40-48ff-be0c-b73a17bd14b2
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,351,99351,Newton (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,e2338508f835e838721f474603b5cba5efae664d,dfb6aef0-0a71-473e-be7b-ad013790a8dd
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,355,99355,Nueces (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,522955ef1d7f2e352df0d7e862babd6193738bcd,c5687aca-6221-4337-825e-ce0e4a140644
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,365,99365,Panola (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,fdb736a7c00a26f07267ebbc9b8be70cabfcd3ba,21e8fe9f-466a-4d39-99b5-82d3c613642b
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,391,99391,Refugio (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,4d15bbe3f9257085050820e53702b694e235d5a1,5d35a45a-dc4d-419a-a43b-dbc5be1d0aa7
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,395,99395,Robertson (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,899834e6f36a3f71923b124c5787d34f83015f1f,bcbde931-6b08-4a67-a85c-54c42f0094c3
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,401,99401,Rusk (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,59468ca9f7d169a9adb55a29ba02b5a47a3e99cc,2728718e-4bfb-4896-834e-001a3b52d951
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,403,99403,Sabine (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,861d13c326248ea6dfc0671aff7fbbc4ecb9c7f7,0726e47b-60d9-4c9d-9ddc-1557c6acf456
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,405,99405,San Augustine (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,2a78fcec164f6aae2a61db71cbf2328b5e9568ba,081bacf3-5b6f-43fc-9ee2-0a0d9f43740b
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,409,99409,San Patricio (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,f5c71ddee912b58daf2575cdec6945a55961c986,35a62971-fb09-41f8-8779-0d22d6d78263
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,457,99457,Tyler (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,8f6f41701ef4c604e8e77aa9f5c53f7d88c3cf1f,5a838bb7-adc0-4ad3-b0ad-dde0e62746e1
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,459,99459,Upshur (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,0d06a4d2af971f200d8c925b7312fdd57c6f8274,ae0146a5-414b-42ff-9b75-fc73307d7302
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,469,99469,Victoria (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,721bbd4c4d7c7ceb1a51004adcce9c591523ae67,16c71b71-905c-49ac-b663-712628b7a1ee
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,477,99477,Washington (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,633a002a5483a04a3389a0ba9353d9e2391285e9,2481bdda-5949-4c9c-bc43-c638b9abb14b
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,479,99479,Webb (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,56d073c8fe4acaf8045f314b37702f95f2752dca,a885e0a0-9f35-4f52-8de7-f69a26f53941
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,0,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,489,99489,Willacy (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,e05f42878695bd6f95431424f4824441b710cf52,f82a5f95-6d48-4e21-be21-a8a49ad02d16
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,15,99015,Austin (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,f17a049a5d011abf6cd168ed55fd9c1b9c4071f6,a45df8e6-d8ec-4180-bde0-99e80ea9fd04
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,37,99037,Bowie (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,bd1a96ccebf96d91cb5a166ddb5812ea87e1842a,8a2a9740-cf02-449b-8a31-518744df8a13
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,39,99039,Brazoria (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,dcf02d114e1dcf4fa19c309c3324f365608fb666,83ae2881-2545-40be-8ed3-78fef3eaeeb5
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,71,99071,Chambers (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,e2206c3bedc09f6272b65151a60c168e5cf56f08,0017b7c7-26f7-4492-8467-248fa29d0fa6
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,157,99157,Fort Bend (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,b9b1cf97fe6b7b0036fe01dffd938cebf36803ea,159ed0eb-40ed-426f-a230-9a10c74efbe7
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,167,99167,Galveston (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,ef143a78234b11d92760a9101ccd51a7c2bf9578,b3a0304a-77a1-45c3-9c08-ebc5bde2eb04
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,201,99201,Harris (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,c32f986916c74411b6ff689884f22f303f9c241b,865bdd2a-b880-449c-8d95-5c681cf9f4d6
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,239,99239,Jackson (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,6d132ced29e924335cfde5523d8f52ea7d08a29a,a8786d0c-4e61-4fd4-96ee-3d7066d6f7f7
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,241,99241,Jasper (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,5452e204a0b6f3dd22bfb7fc568d8f85a561d713,10c8ebda-7f0b-408a-8208-f742a900e32a
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,245,99245,Jefferson (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,30f342779b4e4a04146d8cbb0eca1e94b8bc1873,f25d0f02-89ee-42a8-be28-24bc4b4fe1cf
DR-4798-TX,4798,TX,DR,2024-07-09T00:00:00.000Z,2024,Hurricane,HURRICANE BERYL ,1,0,1,1,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,,0,48,291,99291,Liberty (County),24081,2024-10-10T00:00:00.000Z,2024070302,6,H,2024-08-27T18:22:14.800Z,55dd2778e8d466d4e8947d7fe74f279b2a25cd3d,a3d7bdb3-b7fa-4d21-83e4-84b31ab14a73
