femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,incidentId,region,designatedIncidentTypes,lastRefresh,hash,id
FM-5365-OR,5365,OR,FM,2020-09-09T00:00:00.000Z,2020,Fire,ARCHIE CREEK FIRE,0,0,1,1,2020-09-08T00:00:00.000Z,2020-10-15T00:00:00.000Z,,0,41,19,99019,Douglas (County),20280,,2020091001,10,,2024-08-27T18:22:14.800Z,ce8370f03946088d02d337b356fad083dea8e833,da3b176d-d684-4b14-b2ca-9ad4f9b076b6
FM-5364-OR,5364,OR,FM,2020-09-09T00:00:00.000Z,2020,Fire,ALMEDA GLENDOWER FIRE,0,0,1,1,2020-09-08T00:00:00.000Z,2020-09-15T00:00:00.000Z,,0,41,29,99029,Jackson (County),20279,,2020090910,10,,2024-08-27T18:22:14.800Z,205dfb91d1dc1995fec54cec8397a7a3fbe919e0,45961c23-af1a-4be3-8ac8-6204162a48d2
FM-5362-OR,5362,OR,FM,2020-09-09T00:00:00.000Z,2020,Fire,ECHO MOUNTAIN FIRE COMPLEX,0,0,1,1,2020-09-08T00:00:00.000Z,2020-09-22T00:00:00.000Z,,0,41,41,99041,Lincoln (County),20274,,2020090906,10,,2024-08-27T18:22:14.800Z,cf120cfa87d60ea29e999452aa4cf8831658e03c,05098b98-11f9-45ef-bec6-17225888a162
FM-5360-WA,5360,WA,FM,2020-09-09T00:00:00.000Z,2020,Fire,SUMNER GRADE FIRE,0,0,1,1,2020-09-08T00:00:00.000Z,2020-09-15T00:00:00.000Z,,0,53,53,99053,Pierce (County),20277,,2020090905,10,,2024-08-27T18:22:14.800Z,b29b099eacaa7f646288fa16077e55bd192fa780,147abd0d-50f2-429d-b88f-479fcda762ab
FM-5359-WA,5359,WA,FM,2020-09-09T00:00:00.000Z,2020,Fire,BORDEAUX ROAD FIRE,0,0,1,1,2020-09-08T00:00:00.000Z,2020-09-11T00:00:00.000Z,,0,53,67,99067,Thurston (County),20276,,2020090904,10,,2024-08-27T18:22:14.800Z,cda1b7baea0aa476a4961d698cfd92fb4206c286,4a49babf-fa5f-4521-ab7d-14fdb682c4ea
FM-5358-OR,5358,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,POWERLINE FIRE,0,0,1,1,2020-09-08T00:00:00.000Z,2020-09-14T00:00:00.000Z,,0,41,67,99067,Washington (County),20275,,2020090902,10,,2024-08-27T18:22:14.800Z,76619de490e6833d194a516de67a6e3317293425,409cfbdf-66f7-4edd-ac67-1cf1b68d4b5b
FM-5357-OR,5357,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,HOLIDAY FARM FIRE,0,0,1,1,2020-09-08T00:00:00.000Z,2020-10-03T00:00:00.000Z,,0,41,39,99039,Lane (County),20272,,2020090901,10,,2024-08-27T18:22:14.800Z,671465c8ff59027240010f64e05f695d8193f656,2a6d86e6-0bca-4fd1-98d0-87f5b96c19af
FM-5356-OR,5356,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,0,0,1,1,2020-09-07T00:00:00.000Z,2020-10-15T00:00:00.000Z,,0,41,0,78650,Warm Springs Indian Reservation,20271,,2020090908,10,,2024-08-27T18:22:14.800Z,105710fbb5046cf1a3ea98da30e76b58639b4f4a,9ca78078-0769-4c82-ba2f-270348a46f75
FM-5356-OR,5356,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,0,0,1,1,2020-09-07T00:00:00.000Z,2020-10-15T00:00:00.000Z,,0,41,5,99005,Clackamas (County),20271,,2020090908,10,,2024-08-27T18:22:14.800Z,5676fff1a4cc3f18722a31de67694cfa22d22126,a28dae3c-23da-4805-b458-7676f4f2d500
FM-5356-OR,5356,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,0,0,1,1,2020-09-07T00:00:00.000Z,2020-10-15T00:00:00.000Z,,0,41,31,99031,Jefferson (County),20271,,2020090908,10,,2024-08-27T18:22:14.800Z,2a67e9e7da7ba571e4f3788b325c71028433b136,b2b25234-b152-42de-bdb8-0486fb0140cd
FM-5356-OR,5356,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,0,0,1,1,2020-09-07T00:00:00.000Z,2020-10-15T00:00:00.000Z,,0,41,43,99043,Linn (County),20271,,2020090908,10,,2024-08-27T18:22:14.800Z,0f837e903a07c2d799fa907efebff795d2090901,088b6a8b-20c0-4ad7-b77d-414fc8b223da
FM-5356-OR,5356,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,BEACHIE CREEK LIONSHEAD FIRE COMPLEX,0,0,1,1,2020-09-07T00:00:00.000Z,2020-10-15T00:00:00.000Z,,0,41,47,99047,Marion (County),20271,,2020090908,10,,2024-08-27T18:22:14.800Z,6e48d664a40a0087401f027373949d26e6f52321,4566d7e0-2425-462c-84b6-fea02c0c88f8
FM-5355-WA,5355,WA,FM,2020-09-08T00:00:00.000Z,2020,Fire,BABB FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-15T00:00:00.000Z,,0,53,63,99063,Spokane (County),20265,,2020090804,10,,2024-08-27T18:22:14.800Z,0e07c87a6a25cc23f1447ba26cc096aad8e19815,20bfed57-0954-453d-9696-ee25c6dfd56d
FM-5355-WA,5355,WA,FM,2020-09-08T00:00:00.000Z,2020,Fire,BABB FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-15T00:00:00.000Z,,0,53,75,99075,Whitman (County),20265,,2020090804,10,,2024-08-27T18:22:14.800Z,130fab14ab3492c64e72a686f96524376a405dc1,dcee9711-6b3f-4caa-9122-4343fcc4fbbf
FM-5354-OR,5354,OR,FM,2020-09-08T00:00:00.000Z,2020,Fire,TWO FOUR TWO FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-23T00:00:00.000Z,,0,41,35,99035,Klamath (County),20266,,2020090803,10,,2024-08-27T18:22:14.800Z,6e4425cff0f9605f228d3b775501f7776dd7e7b3,fb7d1807-2d17-42d3-9655-7e2c7a8d3947
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,67,99067,Henry (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,286047293ce21c18b4993010400ef65f3e949351,c1468c14-6c0c-4b56-9320-43e0e507f37d
FM-5353-UT,5353,UT,FM,2020-09-07T00:00:00.000Z,2020,Fire,ETHER HOLLOW FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-12T00:00:00.000Z,,0,49,49,99049,Utah (County),20262,,2020090801,8,,2024-08-27T18:22:14.800Z,2102089e504b5ecf561bff0fa503f28fc52ace1c,c59ebe66-0c34-4745-bd1e-a478761441e2
FM-5352-WA,5352,WA,FM,2020-09-07T00:00:00.000Z,2020,Fire,APPLE ACRES FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-15T00:00:00.000Z,,0,53,7,99007,Chelan (County),20268,,2020090802,10,,2024-08-27T18:22:14.800Z,9a1f164bf07bf7bf29896ea64ed8891d57b3073f,4344f6e0-351e-4c26-b2d1-0be6f712d66b
FM-5351-WA,5351,WA,FM,2020-09-07T00:00:00.000Z,2020,Fire,COLD SPRINGS/PEARL HILL FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-19T00:00:00.000Z,,0,53,0,14240,Colville Indian Reservation,20267,,2020090704,10,,2024-08-27T18:22:14.800Z,12d608d76916a944ea9279ce369bc4ab667419ce,892b8aab-58b5-4826-a205-9e87d532311f
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,69,99069,Houston (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,bd97af5c265b64bfb26bf54ba91714187620f3f4,1807e245-78af-44a4-8634-4d01cdd9b368
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,71,99071,Jackson (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,b851aac26fcaec764f32de6c0f4ed4707bab6722,720a1692-9bb4-4f8b-920c-362972df8a96
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,75,99075,Lamar (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,aa5bf668e2eb20259722409889b4a79a9b5b2e37,3a2f79b2-d8a6-4a74-9626-62df8231ce71
FM-5351-WA,5351,WA,FM,2020-09-07T00:00:00.000Z,2020,Fire,COLD SPRINGS/PEARL HILL FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-19T00:00:00.000Z,,0,53,17,99017,Douglas (County),20267,,2020090704,10,,2024-08-27T18:22:14.800Z,27edae0f67254e65f4922bf902a08ef14c50b34c,829ac59c-6d34-4a12-a6c2-c633dcd80823
FM-5351-WA,5351,WA,FM,2020-09-07T00:00:00.000Z,2020,Fire,COLD SPRINGS/PEARL HILL FIRE,0,0,1,1,2020-09-07T00:00:00.000Z,2020-09-19T00:00:00.000Z,,0,53,47,99047,Okanogan (County),20267,,2020090704,10,,2024-08-27T18:22:14.800Z,99aeb558f4b9e27a416765fe1abd4f73b9d599d0,5442c70a-f160-4ebf-9de5-66051e6c9430
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,79,99079,Lawrence (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,731814197fceb7b94d96814d6a0c18c4a358dded,2d84d0f4-07ec-4a35-bc46-f6bcda620a2b
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,81,99081,Lee (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,dff8b61c06b53681fd708ef1560ff9214ad81986,a5c1be56-c5c3-4010-98e0-fa0716d18b3f
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,85,99085,Lowndes (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,946bf0d7b889ebf26fe80dbf60e86816986bfec7,5845b56d-121b-4c9a-beb1-61f9c781e774
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,87,99087,Macon (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,cac4c6560adfb18b81b799ef26500c7a69c02708,7eb902f5-8646-4c73-9a40-568f88750188
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,93,99093,Marion (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,2ac797ff0cf2c35eb242f91775f95a27b871e664,b14a0e24-f3a0-4d81-b06b-6d21cd7252cc
FM-5349-CO,5349,CO,FM,2020-09-06T00:00:00.000Z,2020,Fire,CAMERON PEAK FIRE,0,0,1,1,2020-09-06T00:00:00.000Z,2020-11-02T00:00:00.000Z,2020-01-10T00:00:00.000Z,0,8,69,99069,Larimer (County),20260,,2020090702,8,,2024-08-27T18:22:14.800Z,eaf638d3584ca08018e758a319b2ffcd425d1f65,3c8a6452-80fa-4d74-b11a-e908c156bb46
FM-5347-WY,5347,WY,FM,2020-09-05T00:00:00.000Z,2020,Fire,316 FIRE,0,0,1,1,2020-09-05T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,56,7,99007,Carbon (County),20259,,2020090502,8,,2024-08-27T18:22:14.800Z,5b8b5b9dcbcdfa916a7088aa8d2efaaa79c27937,11b4ad61-ec4f-41b0-b24d-2e4eeafed64d
FM-5346-MT,5346,MT,FM,2020-09-05T00:00:00.000Z,2020,Fire,BRIDGER FOOTHILLS FIRE,0,0,1,1,2020-09-05T00:00:00.000Z,2020-09-14T00:00:00.000Z,,0,30,31,99031,Gallatin (County),20258,,2020090501,8,,2024-08-27T18:22:14.800Z,c7c5c16784fe162bf1a4f71a78e93d1b3e59d5ca,c8e09f7b-c5ca-4fcf-9c37-bad954b450ac
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,95,99095,Marshall (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,6461fe3b27cb37732e1b0613ce211a671523140d,aaf44f61-22b4-43e1-9576-17fb6060ac63
FM-5345-MT,5345,MT,FM,2020-09-03T00:00:00.000Z,2020,Fire,SNIDER/RICE FIRE COMPLEX,0,0,1,1,2020-09-03T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,30,17,99017,Custer (County),20264,,2020090303,8,,2024-08-27T18:22:14.800Z,ef1f7fbd56f19ebbc13b816f99693074a237e16a,e47defde-267d-4502-ab20-3729373aaa4c
FM-5345-MT,5345,MT,FM,2020-09-03T00:00:00.000Z,2020,Fire,SNIDER/RICE FIRE COMPLEX,0,0,1,1,2020-09-03T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,30,75,99075,Powder River (County),20264,,2020090303,8,,2024-08-27T18:22:14.800Z,09bfe45447bbcfa6abf97c6984e7db9f2086702a,8faa663e-0696-49b9-b31c-aca2600d20e3
FM-5345-MT,5345,MT,FM,2020-09-03T00:00:00.000Z,2020,Fire,SNIDER/RICE FIRE COMPLEX,0,0,1,1,2020-09-03T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,30,87,99087,Rosebud (County),20264,,2020090303,8,,2024-08-27T18:22:14.800Z,1039a7430ab03e2d31ae5785b4703d85fbac3743,918c921f-1094-4959-bfc3-85f782b79f5c
FM-5344-MT,5344,MT,FM,2020-09-02T00:00:00.000Z,2020,Fire,BOBCAT FIRE,0,0,1,1,2020-09-02T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,30,65,99065,Musselshell (County),20257,,2020090302,8,,2024-08-27T18:22:14.800Z,fafadd1f6c904389df57836c5dfe6aeb5af07cc5,d0266bca-6e8a-48bc-833b-53710384e0bd
FM-5344-MT,5344,MT,FM,2020-09-02T00:00:00.000Z,2020,Fire,BOBCAT FIRE,0,0,1,1,2020-09-02T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,30,111,99111,Yellowstone (County),20257,,2020090302,8,,2024-08-27T18:22:14.800Z,592b6d948d5a799a0a0fe61c9a25bdb96f9214ce,5531c925-0f5c-4556-a35c-354879cb3afa
FM-5343-MT,5343,MT,FM,2020-09-02T00:00:00.000Z,2020,Fire,HUFF FIRE ,0,0,1,1,2020-09-02T00:00:00.000Z,2020-09-06T00:00:00.000Z,,0,30,33,99033,Garfield (County),20256,,2020090301,8,,2024-08-27T18:22:14.800Z,813ab3cb6496c0b030ad28ac5f2573b54d363c68,0766f6bc-4353-412e-b2e4-9cc164e2b0a1
DR-4251-AL,4251,AL,DR,2016-01-21T00:00:00.000Z,2016,Severe Storm,"SEVERE STORMS, TORNADOES, STRAIGHT-LINE WINDS, AND FLOODING",0,0,1,1,2015-12-23T00:00:00.000Z,2015-12-31T00:00:00.000Z,2025-03-27T00:00:00.000Z,0,1,99,99099,Monroe (County),16003,,2015122301,4,,2025-03-27T12:21:46.559Z,497c5d8880b2d3d01eb8908655110dcb88e838d0,98b78650-7b0a-49d7-b79e-668ebe3d4557
FM-5342-WA,5342,WA,FM,2020-09-01T00:00:00.000Z,2020,Fire,EVANS CANYON FIRE,0,0,1,1,2020-09-01T00:00:00.000Z,2020-09-14T00:00:00.000Z,,0,53,77,99077,Yakima (County),20255,,2020090101,10,,2024-08-27T18:22:14.800Z,f765aeaf9d31a7dc3a990a85ea6173a395a63795,5b9ab170-d54f-4403-8e47-6fe671e4bb8b
FM-5341-OR,5341,OR,FM,2020-08-28T00:00:00.000Z,2020,Fire,WHITE RIVER FIRE,0,0,1,1,2020-08-17T00:00:00.000Z,2020-09-10T00:00:00.000Z,,0,41,65,99065,Wasco (County),20252,,2020082801,10,,2024-08-27T18:22:14.800Z,355776f1529ef0c4153525cdae6a8fbb8a2bb288,37431943-7c7d-49c1-834f-2c132030f279
FM-5340-AZ,5340,AZ,FM,2020-08-26T00:00:00.000Z,2020,Fire,GRIFFIN FIRE,0,0,1,1,2020-08-17T00:00:00.000Z,,,0,4,0,62980,San Carlos Indian Reservation,20249,,2020082601,9,,2024-08-27T18:22:14.800Z,e5fd29ed96d8944262ee0a894cd8a0a44cb44857,92bacf3d-e2e9-4544-9fd6-1e606da4f748
FM-5340-AZ,5340,AZ,FM,2020-08-26T00:00:00.000Z,2020,Fire,GRIFFIN FIRE,0,0,1,1,2020-08-17T00:00:00.000Z,,,0,4,7,99007,Gila (County),20249,,2020082601,9,,2024-08-27T18:22:14.800Z,d69083b4b12788317a3741e349df467e537beddb,0f62bf6a-9985-4274-8955-bee4806e68b2
FM-5337-WA,5337,WA,FM,2020-08-20T00:00:00.000Z,2020,Fire,PALMER FIRE,0,0,1,1,2020-08-18T00:00:00.000Z,2020-09-03T00:00:00.000Z,,0,53,47,99047,Okanogan (County),20240,,2020082101,10,,2024-08-27T18:22:14.800Z,c4e867e0ada646bfe5adb90cf57e87ed727c7f72,72e94374-1a5d-428b-a300-473da0ad85be
FM-5335-CO,5335,CO,FM,2020-08-19T00:00:00.000Z,2020,Fire,PINE GULCH FIRE ,0,0,1,1,2020-08-19T00:00:00.000Z,2020-09-02T00:00:00.000Z,,0,8,45,99045,Garfield (County),20237,,2020081903,8,,2024-08-27T18:22:14.800Z,2777f004f8280e3e341271673edd743b71652f33,b263aa3b-24b5-49e6-8627-b28b4fb99179
FM-5335-CO,5335,CO,FM,2020-08-19T00:00:00.000Z,2020,Fire,PINE GULCH FIRE ,0,0,1,1,2020-08-19T00:00:00.000Z,2020-09-02T00:00:00.000Z,,0,8,77,99077,Mesa (County),20237,,2020081903,8,,2024-08-27T18:22:14.800Z,9297274a5f2edcfdb5ec39532698309b5b46af95,3f8f12b3-fc02-43b4-b493-07af2f00b726
FM-5334-CO,5334,CO,FM,2020-08-19T00:00:00.000Z,2020,Fire,GRIZZLY CREEK FIRE ,0,0,1,1,2020-08-13T00:00:00.000Z,2020-08-26T00:00:00.000Z,,0,8,37,99037,Eagle (County),20236,,2020081902,8,,2024-08-27T18:22:14.800Z,7c58d264cea4f520103e62a138d3b609bcf716aa,9e9d2ac4-215c-4c0f-a555-b31de63bb745
FM-5334-CO,5334,CO,FM,2020-08-19T00:00:00.000Z,2020,Fire,GRIZZLY CREEK FIRE ,0,0,1,1,2020-08-13T00:00:00.000Z,2020-08-26T00:00:00.000Z,,0,8,45,99045,Garfield (County),20236,,2020081902,8,,2024-08-27T18:22:14.800Z,520f9412c1e5ece35274f08b38445e8cab8617c2,7885cf7e-0d94-4512-90fb-0b74625b1478
FM-5332-CA,5332,CA,FM,2020-08-18T00:00:00.000Z,2020,Fire,JONES FIRE,0,0,1,1,2020-08-18T00:00:00.000Z,2020-08-27T00:00:00.000Z,,0,6,57,99057,Nevada (County),20232,,2020081803,9,,2024-08-27T18:22:14.800Z,368a0e94fee15c2c21f7d468ec4abafad0d5cdcd,d1f9dd55-6809-4668-9fe3-ee90f75587a4
FM-5330-WA,5330,WA,FM,2020-08-17T00:00:00.000Z,2020,Fire,NORTH BROWNSTOWN FIRE,0,0,1,1,2020-08-16T00:00:00.000Z,2020-08-17T00:00:00.000Z,,0,53,0,79995,Yakama Reservation,20233,,2020081801,10,,2024-08-27T18:22:14.800Z,eff9ea0564963272b079452b6e8379c5a398baeb,701c2963-3a12-44ed-bd25-3938ff543404
FM-5330-WA,5330,WA,FM,2020-08-17T00:00:00.000Z,2020,Fire,NORTH BROWNSTOWN FIRE,0,0,1,1,2020-08-16T00:00:00.000Z,2020-08-17T00:00:00.000Z,,0,53,77,99077,Yakima (County),20233,,2020081801,10,,2024-08-27T18:22:14.800Z,fc1746d496f0568463cf7fc2a3841a11a16a79d3,282904d4-3618-456f-9097-0296ad2198b0
FM-5328-NV,5328,NV,FM,2020-08-15T00:00:00.000Z,2020,Fire,LOYALTON FIRE,0,0,1,1,2020-08-15T00:00:00.000Z,2020-08-26T00:00:00.000Z,,0,32,31,99031,Washoe (County),20230,,2020081601,9,,2024-08-27T18:22:14.800Z,1e9c35d6c96bf1c10f462c730fb09e798ada6369,43cfdf3a-2296-4041-9d1d-5b73c046f0ec
FM-5327-OR,5327,OR,FM,2020-08-13T00:00:00.000Z,2020,Fire,MOSIER CREEK FIRE,0,0,1,1,2020-08-12T00:00:00.000Z,2020-08-19T00:00:00.000Z,,0,41,65,99065,Wasco (County),20226,,2020081301,10,,2024-08-27T18:22:14.800Z,17ba3682f21000784257c3816d9dc5ecf33673d6,79a2f17c-e33c-4799-bfa5-735902204224
FM-5326-NV,5326,NV,FM,2020-08-03T00:00:00.000Z,2020,Fire,NORTH FIRE,0,0,1,1,2020-08-02T00:00:00.000Z,2020-08-06T00:00:00.000Z,,0,32,31,99031,Washoe (County),20222,,2020080303,9,,2024-08-27T18:22:14.800Z,167e53e3316316fb9ffd01550c6f092f186fc8cc,f214f4b6-c050-4b6b-94d9-9ab6626e3e77
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,0,0,1,1,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,,0,6,0,49334,Morongo Indian Reservation,20221,,2020080302,9,,2024-08-27T18:22:14.800Z,97e16cab3aa0f13cf7ccc49d9a0c87bd6b673799,97a452b7-0b88-4e11-98cc-7eb35a97249e
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,0,0,1,1,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,,0,6,65,99065,Riverside (County),20221,,2020080302,9,,2024-08-27T18:22:14.800Z,245e38bf405cfac3a6ec3ed518824dbf14fdedec,c5094088-ad46-40cf-840f-263e86374dfb
FM-5325-CA,5325,CA,FM,2020-08-02T00:00:00.000Z,2020,Fire,APPLE FIRE,0,0,1,1,2020-08-02T00:00:00.000Z,2020-08-11T00:00:00.000Z,,0,6,71,99071,San Bernardino (County),20221,,2020080302,9,,2024-08-27T18:22:14.800Z,8e2bc855b797d7db4874b70d76f08d932dd164e9,1b7255c9-5fe4-4168-a862-5d10121176ae
FM-5324-MT,5324,MT,FM,2020-08-02T00:00:00.000Z,2020,Fire,FALLING STAR FIRE,0,0,1,1,2020-08-02T00:00:00.000Z,2020-08-04T00:00:00.000Z,,0,30,95,99095,Stillwater (County),20223,,2020080301,8,,2024-08-27T18:22:14.800Z,50ba689be9eb4a81dbb3061f1ffeb649b3d259bb,68f81642-1782-45a9-b1c2-6d0ec3f5653f
FM-5324-MT,5324,MT,FM,2020-08-02T00:00:00.000Z,2020,Fire,FALLING STAR FIRE,0,0,1,1,2020-08-02T00:00:00.000Z,2020-08-04T00:00:00.000Z,,0,30,111,99111,Yellowstone (County),20223,,2020080301,8,,2024-08-27T18:22:14.800Z,70d2a178ca4b9454d50393dd26e0161a354ff9c8,2f1c26bd-c7e1-4f9b-8fbe-f9755a17030d
FM-5323-WA,5323,WA,FM,2020-07-28T00:00:00.000Z,2020,Fire,ANGLIN FIRE,0,0,1,1,2020-07-27T00:00:00.000Z,2020-08-01T00:00:00.000Z,,0,53,47,99047,Okanogan (County),20217,,2020072801,10,,2024-08-27T18:22:14.800Z,d6f7d389c0ad9808626942d47b9a9e1412ca62e3,fa4161bf-3547-4cdb-9f5f-b081e3bf60d6
FM-5322-NV,5322,NV,FM,2020-07-21T00:00:00.000Z,2020,Fire,ROCKFARM FIRE,0,0,1,1,2020-07-21T00:00:00.000Z,2020-07-23T00:00:00.000Z,,0,32,31,99031,Washoe (County),20212,,2020072201,9,,2024-08-27T18:22:14.800Z,f54c1b2604924201736cc77e7a177738a0962c51,4dcafe4f-106d-4081-8f8d-379f2aed8c9a
FM-5321-UT,5321,UT,FM,2020-07-13T00:00:00.000Z,2020,Fire,VEYO WEST FIRE,0,0,1,1,2020-07-13T00:00:00.000Z,2020-07-15T00:00:00.000Z,,0,49,53,99053,Washington (County),20211,,2020071401,8,,2024-08-27T18:22:14.800Z,6ecc0474d9e6df29aaeb873089e0676f3278bffb,cba903eb-e248-4d45-826c-2bc3a6219294
FM-5320-WA,5320,WA,FM,2020-07-12T00:00:00.000Z,2020,Fire,ROAD 11 FIRE,0,0,1,1,2020-07-11T00:00:00.000Z,2020-07-15T00:00:00.000Z,,0,53,17,99017,Douglas (County),20210,,2020071202,10,,2024-08-27T18:22:14.800Z,dfbf478dadb58e7ba09c77bf7fc52e4b93e68140,e4f3da80-695a-4ca0-a034-13732f650ac9
FM-5319-NV,5319,NV,FM,2020-07-07T00:00:00.000Z,2020,Fire,NUMBERS FIRE,0,0,1,1,2020-07-06T00:00:00.000Z,2020-07-11T00:00:00.000Z,,0,32,5,99005,Douglas (County),20207,,2020070701,9,,2024-08-27T18:22:14.800Z,d032d215b6def5909ef299d499ff9c876f17909f,94834ce0-5aaf-4b52-ab60-bc43a2c955c3
FM-5318-UT,5318,UT,FM,2020-06-28T00:00:00.000Z,2020,Fire,KNOLLS FIRE,0,0,1,1,2020-06-28T00:00:00.000Z,2020-06-30T00:00:00.000Z,,0,49,49,99049,Utah (County),20203,,2020062901,8,,2024-08-27T18:22:14.800Z,109a513aeaf43e5cb07cd9fe5ddfb4eccd27019e,9fc473ea-3931-4010-82b4-757834d82ea7
