disasterNumber,state,county,city,zipCode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,id
1444,OH,Coshocton (County),WARSAW,43844,6,0,0,0,5,0,0.0,5,0,0.0,0,0,0.0,559e4af9-083f-4026-8c20-aab1d16efefa
1444,OH,Cuyahoga (County),BEDFORD HEIGHTS,44146,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,e244a990-abe5-47ea-a002-558f178b2d31
1444,OH,Cuyahoga (County),BROADVIEW HEIGHTS,44147,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,d35a363b-3812-400b-95dc-9074cdb3d9e0
1444,OH,Cuyahoga (County),CLEVELAND,44104,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,7d6e6765-970c-4d16-ac5b-14364495ead6
1444,OH,Cuyahoga (County),CLEVELAND,44124,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,c90eb3ed-7ef8-40da-8b8d-bba3bb3aa511
1444,OH,Cuyahoga (County),CLEVELAND,44128,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,57346480-5010-439e-bb36-7e75e504406b
1444,OH,Cuyahoga (County),SOLON,44139,10,0,0,0,8,0,0.0,8,0,0.0,4,0,0.0,72c01cda-060d-4b30-b776-fb89483d48c6
1444,OH,Franklin (County),COLUMBUS,43204,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,9f6b1f18-faad-40cb-b420-44d9cec86eee
1444,OH,Franklin (County),COLUMBUS,43230,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,e235443e-5a42-4c29-9c7f-a57ab9ec9b1e
1444,OH,Franklin (County),HILLIARD,43026,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,1dc2a3e1-8b61-441f-a3af-1696c21097b9
1444,OH,Hancock (County),ARCADIA,44804,1,0,0,0,1,1,8093.77,0,0,0.0,1,1,8093.77,b21716cc-e950-4de8-bd74-f646dae5cdba
1444,OH,Hancock (County),FINDLAY,45840,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,b2e90c8c-4bea-48e8-98b2-496e5176715e
1444,OH,Hancock (County),FOSTORIA,44830,27,0,0,0,26,1,2882.21,24,1,2882.21,3,0,0.0,aa28607f-0da2-45b3-8bb2-9d7ab9a89e0b
1444,OH,Henry (County),DESHLER,43516,1,0,0,0,1,1,11416.0,1,1,11416.0,1,0,0.0,e9915d79-8780-40db-9345-3d6e8ecc518c
1444,OH,Henry (County),HOLGATE,43527,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,2eb13cfa-42c1-438e-97e2-a18108e0cc37
1444,OH,Huron (County),BELLEVUE,44811,3,0,0,0,3,0,0.0,3,0,0.0,0,0,0.0,22e8a593-4a4a-4778-ba82-fc8fe227c66c
1444,OH,Lorain (County),LORAIN,44052,2,0,0,0,1,1,11239.12,1,1,1206.0,1,1,10033.12,caf957cf-828d-4727-9027-08f3cc51ae8f
1444,OH,Lorain (County),SHEFFIELD LAKE,44054,5,0,0,0,3,0,0.0,3,0,0.0,0,0,0.0,62a455c3-a2f1-4b47-a76f-84287e4151f7
1444,OH,Medina (County),BRUNSWICK,44212,2,0,0,0,2,1,6045.16,2,1,3178.25,2,1,2866.91,73d12fc7-7353-4870-856f-7128070620ab
1444,OH,Medina (County),HOMERVILLE,44235,5,0,0,0,3,3,17841.41,3,2,10706.0,3,2,7135.41,993c3065-d404-4006-9d5e-c78d7da176f8
1444,OH,Ottawa (County),LAKESIDE MARBLEHEAD,43440,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,e82ec57b-0fd8-42d0-9610-a324dc6ab5c7
1444,OH,Ottawa (County),OAK HARBOR,43449,5,0,0,0,4,2,3104.6,4,2,1371.01,3,1,1733.59,07eec335-dc9f-47e4-a1b4-0b79aae3571d
1444,OH,Ottawa (County),PORT CLINTON,43452,154,0,0,0,133,48,163365.82,128,47,86452.04,57,16,76913.78,b6907c05-88cb-435a-bd7a-b08056ac939a
1444,OH,Paulding (County),GROVER HILL,45849,36,0,0,0,34,7,92382.29,32,6,37678.0,16,5,54704.29,5a56d532-0a10-42bb-9400-16487c48f7b3
1444,OH,Paulding (County),GROVER HILL,45873,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,f44e6c19-af83-4101-8748-e3bf90afe249
1444,OH,Paulding (County),HAVILAND,45851,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,c505cb8c-fec4-40f1-affc-3e49d41b190b
1444,OH,Paulding (County),LATTY,45855,1,0,0,0,1,1,3152.18,1,1,1118.0,1,1,2034.18,0b90441c-ae71-40cf-84fa-239b25c32c03
1444,OH,Paulding (County),OAKWOOD,45873,16,0,0,0,9,0,0.0,8,0,0.0,4,0,0.0,aaedd130-c2ac-4665-9fd7-6331cd149e3a
1444,OH,Paulding (County),PAULDING,45879,2,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,d853042a-4463-4b1d-8222-eaef3674b81b
1444,OH,Paulding (County),PAYNE,45880,2,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,e8799b3c-f53b-4006-b242-c886abfd26a3
1444,OH,Paulding (County),SCOTT,45886,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,338dc531-2bff-495c-9ff1-49a32d2b6150
1444,OH,Putnam (County),BELMORE,45815,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,a086a266-819a-48ff-a209-73f95fa26a9a
1444,OH,Putnam (County),CLOVERDALE,45827,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,717be34b-6e70-4fc2-ab08-cf109106c1a2
1444,OH,Putnam (County),CONTINENTAL,45831,15,0,0,0,13,2,7918.39,11,1,2500.57,4,1,5417.82,34200146-48cf-42c4-aa67-63304cce3993
1444,OH,Putnam (County),OTTAWA,45875,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,32d1e579-1653-4484-b851-d7e28b4cefdb
1444,OH,Sandusky (County),CLYDE,43410,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,39b42290-207e-4fe7-a97e-9299dbf478e5
1444,OH,Sandusky (County),FREMONT,43420,3,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,eb337909-e22d-4dae-85f1-4b988211963a
1444,OH,Sandusky (County),VICKERY,43464,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,9b325bf2-34a5-49a2-b3f8-7c02beea9b0c
1444,OH,Seneca (County),BELLEVUE,44811,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,55e34832-d894-4d1c-b7ab-ccfd5fe1fe0d
1444,OH,Seneca (County),BLOOMVILLE,44818,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,5bc1ec6a-99ef-44a0-985f-363a60183f1e
1444,OH,Seneca (County),CLYDE,43410,3,0,0,0,3,1,1059.0,3,1,1059.0,1,0,0.0,d193de82-4dc7-4444-9f97-cd0218f7ebf0
1444,OH,Seneca (County),FOSTORIA,44830,41,0,0,0,38,7,37260.17,38,7,24565.16,11,2,12695.01,3dbe53b9-23bf-4bfe-8275-449fcced9c87
1444,OH,Seneca (County),GREEN SPRINGS,44836,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,75e598c1-9bb7-44f3-bef6-6dc8cadb528e
1444,OH,Seneca (County),REPUBLIC,44867,20,0,0,0,18,7,52414.39,18,6,27535.31,9,2,24879.08,9099781b-f48a-4f65-b912-3c0e86179e85
1444,OH,Seneca (County),TIFFIN,44883,43,0,0,0,38,4,2764.58,36,3,2643.0,15,1,121.58,8ca489db-6790-4b24-b0e6-105448dd3488
1444,OH,Summit (County),AKRON,44320,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,1e000936-381d-4e59-8138-7c8d8582fefd
1444,OH,Summit (County),AKRON,44333,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,71f8e914-3718-4001-8b85-05de6c535828
1444,OH,Summit (County),MACEDONIA,44056,11,0,0,0,10,1,1192.78,10,1,1192.78,4,0,0.0,110c66de-fa04-4ce6-bb7a-d10a632d5598
1444,OH,Summit (County),TWINSBURG,44087,11,0,0,0,11,2,1966.38,10,1,1416.38,4,1,550.0,dd2dac96-bd98-4cab-a087-979b1cf95691
1444,OH,Union (County),WEST MANSFIELD,43358,4,0,0,0,4,3,32974.61,4,1,15080.0,3,2,17894.61,02699c90-4b2a-4635-baaa-cc19ffbbdb12
1444,OH,Van Wert (County),CONVOY,45832,4,0,0,0,3,2,5441.74,3,1,5000.0,2,1,441.74,a4211ab1-9bdf-423f-89ef-5a08456d7212
1444,OH,Van Wert (County),DELPHOS,45833,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,96644c3f-a170-48a0-b961-a9caf54e28da
1444,OH,Van Wert (County),GROVER HILL,45849,2,0,0,0,2,0,0.0,2,0,0.0,1,0,0.0,2a70d60d-d055-4ccb-a792-7bd85eac619e
1444,OH,Van Wert (County),MIDDLE POINT,45863,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,4e50f97a-697a-4270-bf53-e428050c48f1
1444,OH,Van Wert (County),OHIO CITY,45874,13,0,0,0,8,1,1317.0,8,1,1317.0,4,0,0.0,b2d7380f-579e-4058-9d4e-4c6a71dcbcc1
1444,OH,Van Wert (County),SCOTT,45886,3,0,0,0,2,0,0.0,1,0,0.0,1,0,0.0,35699e13-e9b8-4462-a012-0721c94739b6
1444,OH,Van Wert (County),VAN WERT,45891,163,0,0,0,104,19,80272.37,94,15,37396.81,40,8,42875.56,06f56dd9-deaa-4caf-9c9f-db48571abdb5
1444,OH,Wayne (County),WEST SALEM,44287,12,0,0,0,11,3,21014.09,11,3,6752.0,4,2,14262.09,f19d0dd2-2339-48b2-843c-edfecbd3d53f
1444,OH,Wood (County),BOWLING GREEN,43402,2,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,b6da4dc8-3d4b-481b-98c9-3280666714a2
1444,OH,Wood (County),CUSTAR,43511,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,8960744a-1698-4fd5-93c7-b167528d6e5f
1444,OH,Wood (County),CYGNET,43413,2,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,8e5bb582-497d-49a7-9296-5a75dfb48870
1444,OH,Wood (County),JERRY CITY,43437,2,0,0,0,2,0,0.0,2,0,0.0,2,0,0.0,9203d857-a401-4d0a-8311-9205c88b2333
1444,OH,Wood (County),MILLBURY,43447,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,05c36c32-6ea5-409d-86b8-c617f3da5146
1444,OH,Wood (County),PERRYSBURG,43551,2,0,0,0,2,0,0.0,2,0,0.0,1,0,0.0,48c12f81-a99f-4072-a55f-1c223e523d05
1444,OH,Wood (County),WAYNE,43466,3,0,0,0,2,0,0.0,2,0,0.0,1,0,0.0,beb63a60-0779-40c5-b276-7fcbee6e0a9c
1444,OH,Wood (County),WESTON,43569,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,b29c3502-1f02-48c4-8582-c964c1473868
1445,AK,Chignik Lagoon (ANV/ANVSA),CHIGNIK,99564,2,0,0,0,2,1,2400.0,2,0,0.0,1,1,2400.0,b4449d98-35ef-4e9c-9e06-bee59abb2a8e
1445,AK,Kenai Peninsula (Borough),ANCHOR POINT,99556,55,0,0,0,47,32,108676.52,46,31,94581.79,22,4,14094.73,a4191df0-44ed-4c58-a348-6ff66853a4bd
1445,AK,Kenai Peninsula (Borough),CLAM GULCH,99568,6,0,0,0,6,3,6825.85,5,3,5358.96,5,1,1466.89,5326d262-576e-45a2-9d06-8c905d767b17
1445,AK,Kenai Peninsula (Borough),COOPER LANDING,99572,2,0,0,0,1,1,325.06,1,1,325.06,0,0,0.0,a05d0f58-2913-414c-8b34-d70c62cb054e
1445,AK,Kenai Peninsula (Borough),EAST HOMER,99603,1,0,0,0,1,1,1555.7,1,1,1039.1,1,1,516.6,d10bfc5e-7d3f-4833-9765-1a126da2e69f
1445,AK,Kenai Peninsula (Borough),HOMER,99603,183,0,0,0,142,86,230719.7,136,84,219248.65,59,13,11471.05,0621e56a-1beb-4eb1-99ce-6ee7b18918c6
1445,AK,Kenai Peninsula (Borough),HOPE,99605,1,0,0,0,1,1,1000.0,1,1,1000.0,0,0,0.0,ec377e96-c089-499f-a265-ca49de21861f
1445,AK,Kenai Peninsula (Borough),KASILOF,99610,11,0,0,0,10,6,17109.5,10,6,17021.18,6,1,88.32,34105ae7-9fd4-450e-8a7a-7c2ac248616c
1445,AK,Kenai Peninsula (Borough),KENAI,99611,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,e334867d-2c49-4a71-877a-bd49e5d4f892
1445,AK,Kenai Peninsula (Borough),KODIAK,99615,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,3d4d0717-83d1-40ad-8f22-69d3ccfa9030
1445,AK,Kenai Peninsula (Borough),MOOSE PASS,99631,4,0,0,0,4,3,3985.66,4,3,3985.66,3,0,0.0,07bb0ce0-a276-484a-8c2a-84344e5dee89
1445,AK,Kenai Peninsula (Borough),NIKOLAEVSK,99556,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,f67aa399-67e6-47ac-a22e-c00a44598c42
1445,AK,Kenai Peninsula (Borough),NINILCHIK,99639,30,0,0,0,23,14,40493.98,21,13,38249.98,11,1,2244.0,c4d2dd91-c54f-4263-971e-efa3f841407e
1445,AK,Kenai Peninsula (Borough),NINILCHIK VILLAGE,99639,1,0,0,0,1,1,1124.28,1,1,1124.28,0,0,0.0,c9e431e8-2ae4-4ea2-9ce8-2a5f48c46b72
1445,AK,Kenai Peninsula (Borough),SELDOVIA,99663,3,0,0,0,2,1,860.35,2,1,860.35,0,0,0.0,d1bffbfc-c0d1-4cb5-9551-02b9e748b857
1445,AK,Kenai Peninsula (Borough),SEWARD,99664,82,0,0,0,70,31,62074.21,58,29,47153.08,37,10,14921.13,76950f10-fd6b-4da6-9bcd-ca386f962694
1445,AK,Kenai Peninsula (Borough), SEWARD,99664,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,ef7039f1-090b-43ae-b03e-7ab3c5f5ce18
1445,AK,Kenai Peninsula (Borough),SOLDOTNA,99669,4,0,0,0,3,2,9130.87,3,2,9130.87,2,0,0.0,df6cd608-4508-401b-8974-595dc362101c
1445,AK,Kenai Peninsula (Borough),STERLING,99675,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0768c5be-d836-43dd-8f03-cca78c1b975c
1445,AK,Kodiak Island (Borough),CHIGNIK,99564,4,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,187ce5a5-48b3-433d-8b54-79b253c7012a
1445,AK,Kodiak Island (Borough),CHIGNIK LAGOON,99565,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3b780c9d-ea66-481e-b2df-2fe8dd823068
1445,AK,Kodiak Island (Borough),CHIGNIK LAKE,99548,2,0,0,0,2,1,4881.15,2,1,4881.15,1,0,0.0,f1f74348-be81-4928-b5c6-e88d37a77cf3
1445,AK,Kodiak Island (Borough),KODIAK,99615,32,0,0,0,23,14,17460.84,21,13,17110.84,9,2,350.0,5d41d79c-0a34-4483-9c7e-e2305e128b72
1445,AK,Kodiak Island (Borough),LARSEN BAY,99624,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,75a9f558-e044-4a04-b105-b5d41f3edc4c
1445,AK,Kodiak Island (Borough),PORT LIONS,99550,1,0,0,0,1,1,550.0,0,0,0.0,1,1,550.0,22b4fe7e-298f-4516-bb3a-692569ae5eae
1446,GU,Guam (County-equivalent),ADACAO,96913,2,0,0,0,2,2,35273.31,2,2,15328.0,2,2,19945.31,0fb87329-2b01-405d-87af-600170224068
1446,GU,Guam (County-equivalent),ADELUP,96910,4,0,0,0,3,3,9898.2,2,1,3964.46,3,2,5933.74,623cf1b5-23ef-4fec-a21f-83e0fdb4ee8a
1446,GU,Guam (County-equivalent),AFAME,96910,1,0,0,0,1,1,5052.8,1,1,947.98,1,1,4104.82,d1b14ce4-88d2-4f6d-9d62-e64614b644ef
1446,GU,Guam (County-equivalent),AGAFADUMAS,96911,1,0,0,0,1,1,4773.85,1,1,1044.81,1,1,3729.04,fc71af27-5725-402d-993e-226efb2e7e48
1446,GU,Guam (County-equivalent),AGAFAGUMAS,96921,1,0,0,0,1,1,6719.01,1,1,502.4,1,1,6216.61,4de35a4e-e090-44e3-8c6b-721b6f373d96
1446,GU,Guam (County-equivalent),AGAFAGUMAS,96929,1,0,0,0,1,1,25000.0,1,1,8957.0,1,1,16043.0,5feeff4d-76b9-4989-aec9-dd89d31a9a50
1446,GU,Guam (County-equivalent),AGAFA GUMAS   YIGO,96929,1,0,0,0,1,1,24730.76,1,1,9449.0,1,1,15281.76,6ac2f854-ef5c-4e2b-a244-f73eff4064c4
1446,GU,Guam (County-equivalent),AGAFAGUMAS  YIGO,96929,1,0,0,0,1,1,371.1,1,1,125.1,1,1,246.0,dd3d3b23-744d-4bd8-8a55-3228356cfdc5
1446,GU,Guam (County-equivalent),AGANA,96910,26,0,0,0,17,13,80225.01,15,9,22528.0,15,12,57697.01,a0e87e5e-ccb8-479f-97ae-bfb10454c5e0
1446,GU,Guam (County-equivalent),AGANA,96929,2,0,0,0,2,1,2270.4,2,0,0.0,1,1,2270.4,ff1d2451-931c-4cc2-b8da-96068b09aec6
1446,GU,Guam (County-equivalent),AGANA,96932,22,0,0,0,20,18,164880.8,19,16,45767.09,19,16,119113.71,d837fb54-defd-4aa0-9f12-de55d027c4e1
1446,GU,Guam (County-equivalent),AGANA,96951,1,0,0,0,1,1,12851.58,1,1,7664.0,1,1,5187.58,7952169c-e6a9-42d1-b630-dc685f2f6f3d
1446,GU,Guam (County-equivalent),AGANA ANIGUA,96910,1,0,0,0,1,1,1410.08,0,0,0.0,1,1,1410.08,9a0866d0-aa5d-48c0-b20e-a9c0a7cb90f5
1446,GU,Guam (County-equivalent),AGANA ANIGUA,96932,1,0,0,0,1,1,9688.62,1,1,2638.0,1,1,7050.62,30577452-f766-4ae2-b1ea-1090d50cf986
1446,GU,Guam (County-equivalent), AGANA HEIGHTS,96910,1,0,0,0,1,1,17008.98,1,1,8957.0,1,1,8051.98,62878993-22df-44ec-ae3e-5f7b167ce34d
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96910,452,0,0,0,433,311,1683424.01,419,206,572032.26,328,244,1111391.75,7048718c-ccc1-4c6f-bc8b-4c36773d088d
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96919,33,0,0,0,30,26,139413.97,29,18,49680.68,25,21,89733.29,2e3394e4-e927-4acf-9ad8-af5b14e5ac2f
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96921,3,0,0,0,3,3,19362.04,3,2,6776.0,3,2,12586.04,3a82675e-9ca3-49c2-9482-f662cea3e765
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96923,1,0,0,0,1,1,5537.93,1,1,5537.93,0,0,0.0,488c4f75-4f7b-4b78-89a0-f076779bd4a9
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96929,1,0,0,0,1,1,9089.04,1,1,2104.0,1,1,6985.04,b6d7aa3c-2237-4c3f-ab5c-d0cbe8fcf5a1
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96931,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,d5c484dd-76cf-42e1-8e20-f8e7d06d99b6
1446,GU,Guam (County-equivalent),AGANA HEIGHTS,96932,7,0,0,0,7,5,19392.61,7,3,5796.91,5,3,13595.7,513e9afa-3786-4982-a82e-a0a1803510eb
1446,GU,Guam (County-equivalent),AGANA HEIGHTS HAGATNA,96910,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,04075369-85ff-40f7-99bd-bc1353ebb772
1446,GU,Guam (County-equivalent),AGANA SPRINGS,96910,1,0,0,0,1,1,676.66,1,1,676.66,1,0,0.0,833499ba-edec-4f3a-9433-a5a1f32db844
1446,GU,Guam (County-equivalent),AGASA GUMAS,96929,1,0,0,0,1,1,19024.1,1,1,7664.0,1,1,11360.1,739ba352-7269-4ce2-8e64-95d46527725e
1446,GU,Guam (County-equivalent),AGASAGUMAS YIGO,96929,2,0,0,0,2,2,3737.17,2,2,2085.44,2,1,1651.73,b9708e30-f7e5-4335-8f64-f415e6193eb9
1446,GU,Guam (County-equivalent),AGAT,96915,195,0,0,0,193,157,809576.4,184,91,275696.21,173,140,533880.19,f1197a2a-3486-4669-93da-d44c21ae7d3f
1446,GU,Guam (County-equivalent),AGAT,96921,1,0,0,0,1,1,2676.77,1,0,0.0,1,1,2676.77,e9da3996-4b77-4238-8eb4-1929a5dbb1be
1446,GU,Guam (County-equivalent),AGAT,96924,17,0,0,0,17,12,67467.93,17,7,18031.69,14,12,49436.24,7a18f4e6-849f-4032-bbb7-6ea0dfafd447
1446,GU,Guam (County-equivalent),AGAT,96928,551,0,0,0,526,431,2125720.06,476,268,670789.99,459,357,1454930.07,7da426ed-fae9-40a5-9c16-7a4773227bd3
1446,GU,Guam (County-equivalent),AGAT,96929,1,0,0,0,1,1,2156.65,1,0,0.0,1,1,2156.65,a99b1a71-9227-44da-8247-5e17ab108450
1446,GU,Guam (County-equivalent),AGATE,96915,1,0,0,0,1,1,76.1,1,0,0.0,1,1,76.1,b4c8ce07-b533-407d-8a26-92c2caa53616
1446,GU,Guam (County-equivalent),ANDERSON AIR FORCE BASE,96543,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,88c0336d-e019-41ea-8f36-06b4018e946f
1446,GU,Guam (County-equivalent),",ANERSON AFB, YIGO",96929,1,0,0,0,1,1,1322.6,0,0,0.0,1,1,1322.6,9440a49a-43b3-463b-bf79-83e7276a40a5
1446,GU,Guam (County-equivalent),ANGUNA,96932,1,0,0,0,1,1,1205.89,1,0,0.0,1,1,1205.89,f1242d10-4885-40b2-aec1-e376296811f2
1446,GU,Guam (County-equivalent),ANIGUA,96910,34,0,0,0,32,26,99596.24,28,11,25004.71,27,23,74591.53,8e89b5e6-2944-45eb-ac6c-176bf6c4ff34
1446,GU,Guam (County-equivalent),ANIGUA,96932,5,0,0,0,4,2,15524.5,4,2,3880.0,2,2,11644.5,49ef384e-b7e1-4059-999a-1efe3ffb11a4
1446,GU,Guam (County-equivalent), ANIJUA,96910,1,0,0,0,1,1,2272.51,0,0,0.0,1,1,2272.51,ac04072d-c01f-47b5-91ae-82b3a4dc1d7e
1446,GU,Guam (County-equivalent),ANIQUA,96910,1,0,0,0,1,1,6539.58,1,0,0.0,1,1,6539.58,f42d239b-8bb8-411d-aad8-07b3cd94ede0
1446,GU,Guam (County-equivalent),APRA HARBOR,96913,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0ca03f56-23dd-443a-963c-57e05a6af38d
1446,GU,Guam (County-equivalent),APRA HEIGHTS,96915,3,0,0,0,2,2,7104.0,2,2,7104.0,0,0,0.0,505d32bc-0e04-4e08-8afa-7e3fab395c9f
1446,GU,Guam (County-equivalent),ASAN,96910,182,0,0,0,174,142,838170.29,174,113,350864.93,145,109,487305.36,ca5f3ece-70ff-4098-b1ac-f1d4b51413b5
1446,GU,Guam (County-equivalent),ASAN,96915,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,392798da-c726-4ed0-ab38-f73e949dd4d7
1446,GU,Guam (County-equivalent),ASAN,96922,23,0,0,0,22,14,91286.0,19,10,25239.81,18,12,66046.19,484d9e06-d1e4-48a4-9131-450dec7d440a
1446,GU,Guam (County-equivalent),ASAN,96932,4,0,0,0,3,3,30858.27,3,3,11518.0,3,3,19340.27,e8f4e942-5468-4c91-97c2-ce4991552c07
1446,GU,Guam (County-equivalent), ASAN,96910,1,0,0,0,1,1,7742.56,1,1,981.14,1,1,6761.42,2d72f205-027d-4da0-8d6a-33969dab5dc7
1446,GU,Guam (County-equivalent),ASAN MAINA,96910,1,0,0,0,1,1,14048.03,1,1,8358.0,1,1,5690.03,543afeed-50a2-483e-a64d-6f1eb1904aaa
1446,GU,Guam (County-equivalent),ASAN/MAINA,96910,1,0,0,0,1,1,2104.0,1,1,2104.0,0,0,0.0,8cd01fa2-78a3-4df8-90c5-6661338febce
1446,GU,Guam (County-equivalent),ASAN/  MAINA,96922,1,0,0,0,1,1,5302.07,1,1,5254.1,1,1,47.97,84735291-9655-44ef-b1a3-fd08a9b547d1
1446,GU,Guam (County-equivalent),ASAN VILLAGE,96910,1,0,0,0,1,1,1106.2,1,1,1106.2,0,0,0.0,eb8253a0-c1cf-45b2-a7d4-b2eb527a90cc
1446,GU,Guam (County-equivalent),ASPENGAO,96913,1,0,0,0,1,1,862.51,1,1,862.51,0,0,0.0,253d289f-d8ab-4886-be3b-4fdb0590a51d
1446,GU,Guam (County-equivalent),ASTUMBO,96910,1,0,0,0,1,1,19974.64,1,1,8156.0,1,1,11818.64,eb087680-1525-462e-bca7-ce56b1d7e9b9
1446,GU,Guam (County-equivalent),ASTUMBO,96912,2,0,0,0,2,1,10397.94,2,1,1776.0,1,1,8621.94,8e948e1b-0a1d-4a08-ab57-830469e8b5c4
1446,GU,Guam (County-equivalent),ASTUMBO,96929,26,0,0,0,25,24,179622.6,25,21,69897.97,23,22,109724.63,305ec5c4-0e5a-4c56-9618-ae0d3121f51c
1446,GU,Guam (County-equivalent),ASTUMBO ,96929,2,0,0,0,2,1,9663.85,2,1,1776.0,2,1,7887.85,02ec8d19-6001-4e96-9b68-351c2253b994
1446,GU,Guam (County-equivalent),ASTUMBO DEDEDO,96912,2,0,0,0,2,2,6742.98,2,2,5149.55,2,1,1593.43,00cd1b1e-fcaa-4dcd-9da0-a2a709ba3b1a
1446,GU,Guam (County-equivalent),ASTUMBO DEDEDO,96929,14,0,0,0,14,12,117178.57,14,11,44360.17,13,11,72818.4,2efc7e31-1aef-4ef4-9678-a79c5ad4ad79
1446,GU,Guam (County-equivalent),AZAFAGUMAS YIGO,96929,1,0,0,0,1,1,9289.26,1,1,1779.61,1,1,7509.65,1de19092-c760-47f4-b346-6ce4429ad725
1446,GU,Guam (County-equivalent),BARRAGADA,96921,1,0,0,0,1,1,8141.79,1,1,2104.0,1,1,6037.79,85340025-b5ef-4bdf-b90f-c6a3feba2a01
1446,GU,Guam (County-equivalent),BARRAGADA,96932,1,0,0,0,1,1,2424.32,1,1,1478.89,1,1,945.43,9d7bd1f1-d66d-45d6-8d3f-0bb6cc2815f0
1446,GU,Guam (County-equivalent),BARRIGADA,96213,1,0,0,0,1,1,2398.81,1,1,2398.81,0,0,0.0,86067725-83ec-4eff-8b2a-cea3fdbf0946
1446,GU,Guam (County-equivalent),BARRIGADA,96910,3,0,0,0,2,0,0.0,2,0,0.0,2,0,0.0,c0c19a6e-c611-445b-81d4-028969d015ff
1446,GU,Guam (County-equivalent),BARRIGADA,96912,4,0,0,0,4,4,23055.57,4,2,3635.55,4,4,19420.02,d079f415-1d6d-433b-8da1-09329e05953f
1446,GU,Guam (County-equivalent),BARRIGADA,96913,1391,0,0,0,1313,987,6011760.12,1259,734,2233351.36,1071,754,3778408.76,a14d35a0-1a63-4810-8654-6fd3dc7dbc27
1446,GU,Guam (County-equivalent),BARRIGADA,96915,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,366d4dfc-5582-4766-902e-ab0509784014
1446,GU,Guam (County-equivalent),BARRIGADA,96921,420,0,0,0,387,303,2008261.76,368,225,735367.6,326,244,1272894.16,f0dc569f-6dec-4e4e-8295-af449f07af21
1446,GU,Guam (County-equivalent),BARRIGADA,96923,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,669189d3-b59d-4fbe-b947-396ef2b89ce2
