disasterNumber,state,county,city,zipCode,totalValidRegistrations,validCallCenterRegistrations,validWebRegistrations,validMobileRegistrations,ihpReferrals,ihpEligible,ihpAmount,haReferrals,haEligible,haAmount,onaReferrals,onaEligible,onaAmount,id
1446,GU,Guam (County-equivalent),BARRIGADA,96931,2,0,0,0,2,2,12486.39,2,1,2104.0,2,2,10382.39,0f8d7db8-68a4-41ac-8d88-3f99751df537
1446,GU,Guam (County-equivalent),BARRIGADA,96932,3,0,0,0,3,3,11629.92,3,1,2104.0,3,3,9525.92,a84e4bd5-fee2-4e8f-9bb0-dc79d4f12f0c
1446,GU,Guam (County-equivalent), BARRIGADA HEIGHTS,96913,1,0,0,0,1,1,550.0,0,0,0.0,1,1,550.0,7608d9e8-27b9-4c56-965a-47b71d136470
1446,GU,Guam (County-equivalent),BARRIGADA HEIGHTS,96913,20,0,0,0,18,12,52719.39,18,9,26502.46,15,8,26216.93,8a48d36c-73d7-4e0d-9eb9-d1e9e9c26032
1446,GU,Guam (County-equivalent),BARRIGADA HEIGHTS,96921,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,bd80d96c-4c73-47c1-b868-989a3493fa32
1446,GU,Guam (County-equivalent),BARRIGADA  HEIGHTS,96913,1,0,0,0,1,1,11426.16,1,1,740.14,1,1,10686.02,801c7719-d295-4579-b152-d76fcd778556
1446,GU,Guam (County-equivalent),BARRIGADA      HEIGHTS,96913,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,a41a2195-035d-486d-9c75-4cefa8a61b4c
1446,GU,Guam (County-equivalent), BARRIGADA HTS,96913,1,0,0,0,1,1,750.0,0,0,0.0,1,1,750.0,acfdff17-a8db-4b6f-9405-41070ddc359e
1446,GU,Guam (County-equivalent),BARRIGADA    LEYANG,96913,1,0,0,0,1,1,935.72,1,0,0.0,1,1,935.72,ed435f8c-7e17-43e6-9412-ec2db66d2c2a
1446,GU,Guam (County-equivalent),BARRIGATA,96913,1,0,0,0,1,1,2236.66,1,0,0.0,1,1,2236.66,d5811af5-2c80-405d-b7b1-426257e56c3a
1446,GU,Guam (County-equivalent),BARRIGATA,96932,1,0,0,0,1,1,2866.55,1,1,1296.33,1,1,1570.22,1d93a5fe-152d-41c6-97c0-b0b26612cc9e
1446,GU,Guam (County-equivalent),CABESA YIGO,96929,1,0,0,0,1,1,945.43,1,0,0.0,1,1,945.43,bcc3ea2f-5690-488a-b929-f7150edc6873
1446,GU,Guam (County-equivalent),CABRAS ISLAND,96915,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,c2aad14f-e948-44d9-9b0d-ef73eecbcaea
1446,GU,Guam (County-equivalent),CANADA BARRIGADA,96913,1,0,0,0,1,1,1401.12,1,0,0.0,1,1,1401.12,81009fd2-3aa3-4761-a09a-e2c6f40de657
1446,GU,Guam (County-equivalent),CARLOS HEIGHTS,96913,2,0,0,0,2,2,8326.2,2,1,4505.75,2,2,3820.45,28cf79f5-b194-4e34-879d-7861d58f9fa6
1446,GU,Guam (County-equivalent),CARLOS HEIGHTS UPPER TUMON,96911,1,0,0,0,1,1,4673.89,1,1,3728.46,1,1,945.43,5bac95e5-f995-4f91-8fed-5b8e1b860ae8
1446,GU,Guam (County-equivalent),.\cBARRIGADA,96921,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,d441f238-7d22-4ef6-8cda-5522dfb4bed3
1446,GU,Guam (County-equivalent),CHALAN,96910,1,0,0,0,1,1,4554.03,1,1,1776.0,1,1,2778.03,9ac65c0b-5073-4641-8d31-2c5fde7021d4
1446,GU,Guam (County-equivalent),CHALAN,96915,1,0,0,0,1,1,4702.72,1,1,564.16,1,1,4138.56,5465eeac-5d4b-450d-88a8-eaae9b73180e
1446,GU,Guam (County-equivalent),CHALAN ,96910,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,bbce7207-bb79-4f29-99ca-7dd36ce2896f
1446,GU,Guam (County-equivalent),CHALAN BAGO,96915,1,0,0,0,1,1,15745.39,1,1,7664.0,1,1,8081.39,81c37c9b-03ff-4ad1-a647-dfe26e6a0ee0
1446,GU,Guam (County-equivalent),CHALAND PAGO,96910,1,0,0,0,1,1,1776.0,1,1,1776.0,1,0,0.0,83c1fef6-ddde-41c0-b035-8c9e186638ce
1446,GU,Guam (County-equivalent),CHALAN PACO,96923,1,0,0,0,1,1,934.08,1,0,0.0,1,1,934.08,8b0777ac-7f2a-4648-9b26-bebf5b176050
1446,GU,Guam (County-equivalent),CHALAN PAG0,96910,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,23b3c3b8-46c8-41be-b8ad-6e679cd2fe1f
1446,GU,Guam (County-equivalent),CHALANPAGO,96910,8,0,0,0,8,5,16380.52,8,4,6468.21,5,5,9912.31,cd7b3b40-857b-4b7c-8405-b7ff5dd945ad
1446,GU,Guam (County-equivalent),CHALANPAGO,96924,1,0,0,0,1,1,1735.4,1,1,1735.4,1,0,0.0,6ea98a57-3324-4efa-9061-15d03ed75b89
1446,GU,Guam (County-equivalent),CHALANPAGO,96932,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,cb7f2242-1d4f-46d1-9d72-f8d134990acd
1446,GU,Guam (County-equivalent), CHALAN PAGO,96910,3,0,0,0,3,2,3995.14,3,2,2192.67,2,1,1802.47,bb3e659d-67c0-409c-bb74-f535c2a184ad
1446,GU,Guam (County-equivalent),CHALAN PAGO,69610,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,ad7d83e0-7e02-4703-a5d4-df9c7cf59192
1446,GU,Guam (County-equivalent),CHALAN PAGO,96902,1,0,0,0,1,1,5686.24,1,1,2638.0,1,1,3048.24,39b97440-f189-4f95-be54-73204f184609
1446,GU,Guam (County-equivalent),CHALAN PAGO,96910,651,0,0,0,619,439,2403524.46,592,312,949008.75,498,336,1454515.71,6bc85234-f294-4f3a-810e-bf15c67477bb
1446,GU,Guam (County-equivalent),CHALAN PAGO,96911,1,0,0,0,1,1,2104.0,1,1,2104.0,0,0,0.0,2ecc91aa-bc4a-43d3-8392-0699d3e6ea8d
1446,GU,Guam (County-equivalent),CHALAN PAGO,96912,1,0,0,0,1,1,23087.33,1,1,8957.0,1,1,14130.33,adf449c2-3bf8-4cc5-84c3-7dbbc7a217ac
1446,GU,Guam (County-equivalent),CHALAN PAGO,96913,4,0,0,0,4,4,5084.68,4,3,4150.6,2,1,934.08,9d9ca5b2-60b1-4ae1-874f-285a79e0c064
1446,GU,Guam (County-equivalent),CHALAN PAGO,96914,1,0,0,0,1,1,10562.97,1,1,4693.02,1,1,5869.95,6e2c7d24-be5f-484d-a1e9-fc5db116ab7b
1446,GU,Guam (County-equivalent),CHALAN PAGO,96915,4,0,0,0,4,4,34210.67,4,3,16049.98,3,3,18160.69,803e02ef-b8b2-44f0-abe2-f5aa251ef240
1446,GU,Guam (County-equivalent),CHALAN PAGO,96921,6,0,0,0,5,3,23144.59,5,3,7707.64,4,2,15436.95,e4ae2852-87ac-4010-bfb3-1e91205a591f
1446,GU,Guam (County-equivalent),CHALAN PAGO,96923,2,0,0,0,2,1,4042.33,2,1,1776.0,2,1,2266.33,d88a5167-c9db-4a91-b421-0bfdd5a746de
1446,GU,Guam (County-equivalent),CHALAN PAGO,96924,28,0,0,0,24,16,90163.45,19,10,30544.71,20,14,59618.74,f64d3faf-ee20-4b97-ba11-fadc2a74890e
1446,GU,Guam (County-equivalent),CHALAN PAGO,96926,3,0,0,0,3,2,36840.63,3,2,16208.42,2,2,20632.21,3e28fd85-c3ea-44c8-900a-cfd570c736e1
1446,GU,Guam (County-equivalent),CHALAN PAGO,96929,3,0,0,0,3,2,4531.18,3,2,1376.1,1,1,3155.08,464ab500-9183-43ca-b9d5-c01b967c1ad3
1446,GU,Guam (County-equivalent),CHALAN PAGO,96931,6,0,0,0,5,5,22477.12,5,3,12707.15,4,4,9769.97,fdae1720-b869-42f6-8d5d-5be7dc5c6d8d
1446,GU,Guam (County-equivalent),CHALAN PAGO,96932,10,0,0,0,9,9,86227.71,9,8,43503.47,9,8,42724.24,19830f8b-76cd-48c5-bec3-f54c03877b57
1446,GU,Guam (County-equivalent),CHALAN  PAGO,96910,27,0,0,0,27,19,132002.82,27,17,51854.75,20,11,80148.07,79d96189-c449-4504-8d8c-2c8663b45107
1446,GU,Guam (County-equivalent),CHALAN  PAGO,96915,4,0,0,0,4,3,14256.63,4,2,3591.03,4,3,10665.6,ba035364-e75d-4c43-8ed8-aa16de64a078
1446,GU,Guam (County-equivalent),CHALAN   PAGO,96910,1,0,0,0,1,1,1469.19,1,1,600.8,1,1,868.39,b9ecebbb-0fc4-4538-b6cf-1b0ec4f52220
1446,GU,Guam (County-equivalent),CHALAN PAGO ,96910,1,0,0,0,1,1,1106.17,1,1,172.09,1,1,934.08,940ead4d-2fb5-4fd9-9860-8f551fe7fd13
1446,GU,Guam (County-equivalent),CHALAN-PAGO,96910,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,64c76c4f-eac5-409d-8e02-1347c88d4983
1446,GU,Guam (County-equivalent),CHALAN-PAGO,96932,1,0,0,0,1,1,361.0,1,1,361.0,0,0,0.0,da69f11c-c578-463e-9e59-a6f62a407a41
1446,GU,Guam (County-equivalent),CHALAN PAGO TAI,96910,1,0,0,0,1,1,529.08,1,1,529.08,0,0,0.0,47641ebc-7d4d-49b3-9c79-6ef2775b3642
1446,GU,Guam (County-equivalent),CHALAN PAGO VILLAGE,96932,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,d2feb089-84e1-44da-9b1b-3e3e4778c65e
1446,GU,Guam (County-equivalent),CHALAN PAZO,96910,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,5bad5396-44e9-4a85-9ce7-c7575e2986e9
1446,GU,Guam (County-equivalent),CHALANPDO,96910,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,5f6345ca-db25-4f94-9392-6a9971cfff12
1446,GU,Guam (County-equivalent),CHALANPHGO,96910,1,0,0,0,1,1,958.92,1,1,958.92,0,0,0.0,e8122097-3093-4e57-9e34-248150a85472
1446,GU,Guam (County-equivalent),CHALAN POGO,96910,3,0,0,0,3,2,14478.52,3,1,5886.98,2,2,8591.54,3c5c65b7-96ef-4ef7-8234-446a68db81f1
1446,GU,Guam (County-equivalent),CHALANTAGO,96924,1,0,0,0,1,1,7482.95,1,1,2104.0,1,1,5378.95,7565f372-0ef1-4476-909b-92e8d4d9018d
1446,GU,Guam (County-equivalent),CHALEN PAGO,96910,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,01d737c6-16af-41cd-9bfb-34b65f4a2eac
1446,GU,Guam (County-equivalent),CHALON PAGO,96910,2,0,0,0,2,2,16788.38,2,2,10590.56,2,2,6197.82,e8196b88-985a-479a-8a87-d6451a8da30f
1446,GU,Guam (County-equivalent),CHALON PAGO,96924,1,0,0,0,1,1,8347.43,1,1,1173.68,1,1,7173.75,f2586d84-b00e-424b-bf63-4d307c708d67
1446,GU,Guam (County-equivalent),CHANAN PAGO,96910,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,c4d9bfac-1595-43d2-a5db-8cd5ef5c763b
1446,GU,Guam (County-equivalent),CHANLAN PAGO,96910,3,0,0,0,3,2,19680.31,3,2,9440.0,3,2,10240.31,03aad702-b658-4b38-871d-a5f4c03fc593
1446,GU,Guam (County-equivalent),DEDADO,96929,2,0,0,0,2,2,26338.43,2,2,7736.01,2,2,18602.42,c234ca01-efd7-42e4-a36c-9baddb12494a
1446,GU,Guam (County-equivalent),DEDDEDO,96929,1,0,0,0,1,1,5625.16,1,1,1776.0,1,1,3849.16,b4851f65-a361-4210-874f-39984bf13afd
1446,GU,Guam (County-equivalent),DEDDO,96913,1,0,0,0,1,1,25000.0,1,1,8156.0,1,1,16844.0,2746b55f-e3d0-4d2c-8bc1-07953fd3ddec
1446,GU,Guam (County-equivalent),DEDDO,96929,1,0,0,0,1,1,3335.13,1,1,1776.0,1,1,1559.13,ecb10ada-6d4e-4806-bec4-94534f90b32a
1446,GU,Guam (County-equivalent),DEDEBO,96921,1,0,0,0,1,1,5576.21,1,1,363.32,1,1,5212.89,9a414333-2ea1-42d4-a14d-31d45abc4269
1446,GU,Guam (County-equivalent),DEDEDE,96929,1,0,0,0,1,1,6313.03,1,1,4444.87,1,1,1868.16,3fb688b0-5492-4031-960f-0cd64a02729a
1446,GU,Guam (County-equivalent),DEDEDO,96321,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,7d3084da-013b-423b-9048-f2bc31d4142c
1446,GU,Guam (County-equivalent),DEDEDO,96910,7,0,0,0,7,5,14742.56,7,3,4960.1,4,4,9782.46,d8fb331d-a529-4866-954a-8b63e9f60e07
1446,GU,Guam (County-equivalent),DEDEDO,96911,3,0,0,0,3,2,11323.53,3,2,4742.0,1,1,6581.53,5556ddbc-e0dd-4051-88af-5e3ec06c0c00
1446,GU,Guam (County-equivalent),DEDEDO,96912,1742,0,0,0,1669,1358,9754766.61,1607,975,3517560.72,1442,1126,6237205.89,81b5e983-9e12-4d04-8b30-1bc9213c85f5
1446,GU,Guam (County-equivalent),DEDEDO,96913,6,0,0,0,6,4,13310.74,5,3,4592.62,5,3,8718.12,3007a3f1-db87-4dd8-a18e-3747eaed1da3
1446,GU,Guam (County-equivalent),DEDEDO,96921,47,0,0,0,47,40,310662.14,44,32,111128.34,42,36,199533.8,fcd45ed2-be6a-46c2-8f31-a57e621d85d3
1446,GU,Guam (County-equivalent),DEDEDO,96923,2,0,0,0,2,1,2159.47,2,0,0.0,2,1,2159.47,4992464c-cfcd-4c49-9c5a-fcb741e95eb4
1446,GU,Guam (County-equivalent),DEDEDO,96924,1,0,0,0,1,1,5741.78,1,1,2104.0,1,1,3637.78,adf6304a-9d02-4054-b5bf-4b2c5e75c4f9
1446,GU,Guam (County-equivalent),DEDEDO,96925,2,0,0,0,2,2,14339.03,2,2,5130.86,2,2,9208.17,b4c264b7-61e3-4829-98a1-72e7ea650734
1446,GU,Guam (County-equivalent),DEDEDO,96926,3,0,0,0,3,2,9060.11,3,2,3552.0,1,1,5508.11,147562dd-4360-4d94-85c9-66c574295b90
1446,GU,Guam (County-equivalent),DEDEDO,96927,1,0,0,0,1,1,945.43,1,0,0.0,1,1,945.43,84471f68-c883-4c00-8008-20e426e90143
1446,GU,Guam (County-equivalent),DEDEDO,96928,1,0,0,0,1,1,6466.18,1,1,2104.0,1,1,4362.18,917f0f54-6f05-4a9e-b4e6-887b407aa0f6
1446,GU,Guam (County-equivalent),DEDEDO,96929,6442,0,0,0,6228,4778,28929947.9,5930,3251,9718840.23,5259,3991,19211107.67,a92fda92-e949-49a1-985e-5e15af233f19
1446,GU,Guam (County-equivalent),DEDEDO,96931,22,0,0,0,22,18,93844.22,20,8,22813.27,22,17,71030.95,0d12faa2-9797-49a4-9262-40d8af988b48
1446,GU,Guam (County-equivalent),DEDEDO,96932,21,0,0,0,21,18,140749.26,20,13,44006.45,21,14,96742.81,14fef1d3-6cdc-4306-a4e9-55a13df8b436
1446,GU,Guam (County-equivalent),DEDEDO,96937,1,0,0,0,1,1,17811.14,1,1,2104.0,1,1,15707.14,44beb665-ca60-436f-901a-bfc4f13a55fb
1446,GU,Guam (County-equivalent), DEDEDO,96921,1,0,0,0,1,1,17158.63,1,1,8156.0,1,1,9002.63,12c82ace-bdb5-429a-8155-4f4b4efe70e8
1446,GU,Guam (County-equivalent), DEDEDO,96929,6,0,0,0,6,6,41733.66,6,6,20472.39,5,5,21261.27,c8a3ebe2-090b-4b65-912d-474d1c366d95
1446,GU,Guam (County-equivalent),          DEDEDO,96929,1,0,0,0,1,1,8666.5,1,1,4522.4,1,1,4144.1,5083d36f-ddcd-4d27-a77f-f483d31aa572
1446,GU,Guam (County-equivalent),DEDEDO`,96929,1,0,0,0,1,1,1623.69,0,0,0.0,1,1,1623.69,e834a4b5-d3ea-4441-8180-0f0be06bc432
1446,GU,Guam (County-equivalent),DEDEDO ,96921,1,0,0,0,1,1,4652.83,1,1,2104.0,1,1,2548.83,c7fad936-6185-4674-be3b-f23b14c689b2
1446,GU,Guam (County-equivalent),DEDEDO.,96911,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,4e6e1ad2-a14c-4964-bc73-8d023878d7f3
1446,GU,Guam (County-equivalent),DEDEDO  (DEDEDO VILLAGE),96929,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,cb4180ec-1a6a-4d5a-bd12-c30d76ad9196
1446,GU,Guam (County-equivalent),DEDEDO  LIGUAN TERRACE,96929,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,7ddeba5b-5427-4033-846b-0ec1be9d6a62
1446,GU,Guam (County-equivalent),DEDEDO MACHANANAO,96929,1,0,0,0,1,1,3186.08,1,1,1776.0,1,1,1410.08,d7e82db7-8c52-430b-b42c-aa296bf41e41
1446,GU,Guam (County-equivalent),DEDEDO      N C S,96929,1,0,0,0,1,1,2758.04,1,1,532.88,1,1,2225.16,c011d851-70b7-44a9-b94d-48cce0d1c0a6
1446,GU,Guam (County-equivalent),DEDEGO,96921,1,0,0,0,1,1,14170.4,1,1,1707.44,1,1,12462.96,89bcf2eb-0244-4152-b6e3-934f8458a447
1446,GU,Guam (County-equivalent),DEDEGO,96929,6,0,0,0,6,6,52895.93,6,6,15938.36,3,3,36957.57,339f3f08-2033-4946-ae2f-b9b8c7cf37dc
1446,GU,Guam (County-equivalent),DEDEO,96929,1,0,0,0,1,1,3263.33,1,1,3263.33,1,0,0.0,14c0bc48-c586-4332-b7c2-bb25adfc2ae6
1446,GU,Guam (County-equivalent),DEDEO,96931,3,0,0,0,3,3,15585.49,3,2,7783.92,2,2,7801.57,afc5d056-c9c2-4757-b7e6-1cc8dae55b48
1446,GU,Guam (County-equivalent),DEDEO YIGO,96929,1,0,0,0,1,1,22403.02,1,1,8156.0,1,1,14247.02,a6c0ff99-ec16-4d7a-89d2-3ef8ce5ca6fe
1446,GU,Guam (County-equivalent),DIDIGUE,96910,1,0,0,0,1,1,18016.78,1,1,2104.0,1,1,15912.78,07fdadf8-8c8e-4aac-b319-dafbe15dc42c
1446,GU,Guam (County-equivalent),EAST AGANA,96910,1,0,0,0,1,0,0.0,0,0,0.0,1,0,0.0,af15f2a7-b8e1-4cc9-89ca-7764623e07da
1446,GU,Guam (County-equivalent),FAMHA ORDOT,96910,1,0,0,0,1,1,16096.41,1,1,7664.0,1,1,8432.41,33b4bae3-068d-4980-9f2b-c2f9bf0b4389
1446,GU,Guam (County-equivalent),FINILI,96915,1,0,0,0,1,1,2988.57,1,1,2988.57,1,0,0.0,821722f1-9f40-4c66-a6a8-f6c5d623b1a4
1446,GU,Guam (County-equivalent),GAYINERO,96921,1,0,0,0,1,1,10133.27,1,0,0.0,1,1,10133.27,9bb45760-eca1-4e6a-aa80-c574be4386b9
1446,GU,Guam (County-equivalent),GUAM MAIN FACILITY,96921,3,0,0,0,3,3,8397.06,3,1,1776.0,3,3,6621.06,827be67c-c909-4060-bb87-a846cdfb5efb
1446,GU,Guam (County-equivalent),HAGANA,96913,1,0,0,0,1,1,6454.45,1,1,2104.0,1,1,4350.45,9753270a-54b4-48f0-bb80-ad9634270519
1446,GU,Guam (County-equivalent),HAGATNA,96910,366,0,0,0,316,218,1411394.15,286,162,487492.27,255,172,923901.88,94606115-e6f0-4816-b6c0-5d245bd44dd7
1446,GU,Guam (County-equivalent),HAGATNA,96913,2,0,0,0,2,1,1868.16,2,0,0.0,2,1,1868.16,88c9fbc5-d847-409d-988b-a858c613d4f0
1446,GU,Guam (County-equivalent),HAGATNA,96924,4,0,0,0,4,4,23665.12,4,4,10599.72,2,2,13065.4,82d4df1c-1e1d-4603-97f6-219479cf404d
1446,GU,Guam (County-equivalent),HAGATNA,96932,231,0,0,0,202,156,992605.78,189,118,395052.0,156,114,597553.78,ecbcda94-f0ca-4b82-a7bb-9abbf7fb5bda
1446,GU,Guam (County-equivalent),HAGATNA   CHALAN PAGO,96910,1,0,0,0,1,1,20815.35,1,1,8957.0,1,1,11858.35,c18f717b-8fd2-4914-845a-81a10aedb39b
1446,GU,Guam (County-equivalent),HAGATNA HEIGHTS,96910,2,0,0,0,2,1,1120.74,2,1,1120.74,1,0,0.0,876162ec-71d4-4fc6-86c2-c065d519cffd
1446,GU,Guam (County-equivalent),HAGATNA HEIGHTS,96932,3,0,0,0,2,2,10758.17,2,2,10678.22,2,1,79.95,fe088daa-4a74-4228-86b9-8176086e3a4a
1446,GU,Guam (County-equivalent),HAGATTNA,96921,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,dabb7e68-7da5-4800-acad-2912ceb7ccf7
1446,GU,Guam (County-equivalent),HAMON,96911,1,0,0,0,1,1,2078.65,1,0,0.0,1,1,2078.65,d58720dd-772d-4c55-a2d3-9e318f3fd512
1446,GU,Guam (County-equivalent),HAMON,96913,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,3698ff33-4f22-4cf4-a72c-0039f7e4e2f2
1446,GU,Guam (County-equivalent),HARMOM,96913,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,6557b713-74ed-43b5-942d-376cc39bdd19
1446,GU,Guam (County-equivalent),HARMON,     ,1,0,0,0,1,1,2743.93,1,1,1776.0,1,1,967.93,8299e2ea-8e50-45d9-a77e-57ebd328b400
1446,GU,Guam (County-equivalent),HARMON,96910,3,0,0,0,3,2,4575.97,2,1,2638.0,2,1,1937.97,3d2230b8-1ee9-469e-866c-dde79a5a2ed9
1446,GU,Guam (County-equivalent),HARMON,96911,27,0,0,0,26,15,83472.64,25,9,24821.19,20,13,58651.45,728977ff-845d-4a22-b99d-72df59d470e7
1446,GU,Guam (County-equivalent),HARMON,96912,12,0,0,0,12,10,58560.95,11,3,11872.0,10,8,46688.95,40842dee-37a1-44ae-9612-ef3a3aaa2353
1446,GU,Guam (County-equivalent),HARMON,96913,319,0,0,0,296,231,1160614.56,278,126,309898.54,260,204,850716.02,e751ede1-c139-4b97-849b-3acc1f7d5d91
1446,GU,Guam (County-equivalent),HARMON,96921,9,0,0,0,8,7,37553.34,7,4,7760.0,8,7,29793.34,8a5efb1e-859f-47ac-be43-c639923bc25c
1446,GU,Guam (County-equivalent),HARMON,96923,1,0,0,0,1,1,4242.68,1,1,1776.0,1,1,2466.68,08a4cce6-9ef7-411b-890f-cf170d539497
1446,GU,Guam (County-equivalent),HARMON,96924,1,0,0,0,1,1,8105.68,1,1,1776.0,1,1,6329.68,2de030e2-8f5e-47e8-a8cb-1c826cb142ae
1446,GU,Guam (County-equivalent),HARMON,96926,1,0,0,0,1,1,2201.36,1,0,0.0,1,1,2201.36,6388297f-1173-465b-af71-4693ebd65737
1446,GU,Guam (County-equivalent),HARMON,96929,131,0,0,0,122,108,658267.38,116,68,171934.71,108,91,486332.67,0b0c0d90-37a3-4142-a86d-ea7a4686877d
1446,GU,Guam (County-equivalent),HARMON,96931,18,0,0,0,15,12,57613.71,13,5,9434.65,12,11,48179.06,3ac2b86b-8c42-456f-bc5d-1bad07785cb5
1446,GU,Guam (County-equivalent),HARMON,96932,4,0,0,0,4,4,34280.68,4,3,6190.0,4,4,28090.68,f3ce392f-8d30-460c-ae8d-6a76a727f202
1446,GU,Guam (County-equivalent), HARMON,96912,1,0,0,0,1,1,4729.0,1,1,1698.08,1,1,3030.92,051c34a2-3216-4a32-ab6b-770fdb69cd9d
1446,GU,Guam (County-equivalent), HARMON,96913,1,0,0,0,1,1,2297.26,1,0,0.0,1,1,2297.26,da50b2ba-d19c-4be7-9305-a56e9fb2e3b2
1446,GU,Guam (County-equivalent),HARMON CLIFF,96932,1,0,0,0,1,1,17993.33,1,1,7664.0,1,1,10329.33,bcf90c4d-b8f6-42f4-978b-820d8de25392
1446,GU,Guam (County-equivalent),HARMON CLIFFLINE,96931,1,0,0,0,1,1,25000.0,1,1,9449.0,1,1,15551.0,124e3b7a-1ba7-410a-9485-a04db3b7f2b2
1446,GU,Guam (County-equivalent),HARMOND,96913,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,65169a45-59a8-44bd-8b6e-8c2226c39776
1446,GU,Guam (County-equivalent),HARMOND,96932,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,330349a0-ce26-4c65-9aff-24a96e22822f
1446,GU,Guam (County-equivalent),HARMON INDUSTRIAL PARK,96911,1,0,0,0,1,1,945.43,1,0,0.0,1,1,945.43,934fdde7-9ec5-4152-a0e2-63b29f9836ab
1446,GU,Guam (County-equivalent),HARMON LOOP,96929,1,0,0,0,1,1,2749.03,1,0,0.0,1,1,2749.03,2e393d74-8549-425a-be17-f3cfd65ce401
1446,GU,Guam (County-equivalent),HARMON  LOOP,96929,1,0,0,0,1,1,2490.0,1,1,1776.0,1,1,714.0,a226536e-f629-45bd-9742-4d64b31a2bc9
1446,GU,Guam (County-equivalent),"HARMON, TAMUNING",96911,1,0,0,0,1,1,3536.79,1,0,0.0,1,1,3536.79,8c24a259-7820-4a7d-a60e-26dfac19173c
1446,GU,Guam (County-equivalent),HARMON YIGO,96913,1,0,0,0,1,1,3178.01,1,1,1776.0,1,1,1402.01,6451d765-6dbf-48a9-a82e-d509704bbe2f
1446,GU,Guam (County-equivalent),HAROM,96913,1,0,0,0,1,1,14337.11,1,1,1776.0,1,1,12561.11,4c10101d-d95f-437d-92d8-51412bbf2c02
1446,GU,Guam (County-equivalent),"HEMLANIS, SINAJANA",96910,1,0,0,0,1,1,7300.2,1,0,0.0,1,1,7300.2,119b5f12-de53-455f-9c86-6a74383566fb
1446,GU,Guam (County-equivalent),"HYUNDAI, ST. RITA",96915,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,4b4248a0-4be8-4b71-bc89-a42b5c8b88a5
1446,GU,Guam (County-equivalent),HYUNDAI TOTO,96910,2,0,0,0,2,1,1130.6,2,1,606.36,1,1,524.24,ef427374-4b91-4511-a0b9-627397edd6bc
1446,GU,Guam (County-equivalent),INAJARAN,96915,1,0,0,0,1,1,5274.74,1,1,2104.0,1,1,3170.74,05f9f386-2be5-4ed4-bc96-50dde04b57b0
1446,GU,Guam (County-equivalent),INARAHAN,96915,1,0,0,0,1,1,10682.17,1,1,5811.49,1,1,4870.68,350868d3-1ae0-4814-ab82-d1e285e0cadc
1446,GU,Guam (County-equivalent),INARAJAN,96915,223,0,0,0,215,179,1076680.86,209,143,392492.35,172,141,684188.51,ab161786-c6dd-4838-bca7-01f50686d0f2
1446,GU,Guam (County-equivalent),INARAJAN,96917,231,0,0,0,218,182,1127311.14,208,152,427983.24,183,135,699327.9,2d83eb70-4049-4e3e-9a85-260ff8184b17
1446,GU,Guam (County-equivalent),INARAJAN,96932,1,0,0,0,1,0,0.0,1,0,0.0,0,0,0.0,6c8953a8-da29-4098-94e3-97771fd9358e
1446,GU,Guam (County-equivalent), INARAJAN,96915,2,0,0,0,2,1,6744.28,2,1,5000.0,1,1,1744.28,b34bc295-ef1e-4c62-88b8-2cb0092e7c01
1446,GU,Guam (County-equivalent),INARAJAN VILLAGE,96915,1,0,0,0,1,0,0.0,1,0,0.0,1,0,0.0,a5bcb583-3d52-477a-b187-704ca28cbfdd
1446,GU,Guam (County-equivalent),IPAN,96913,4,0,0,0,4,2,3049.43,4,1,2104.0,3,1,945.43,ed0143f9-c9bc-461c-bb58-1f8b9ee6facc
1446,GU,Guam (County-equivalent),IPAN,96915,1,0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,3ff56464-aeb8-4ed9-9f7d-3fa3be76c363
1446,GU,Guam (County-equivalent),  IPAN TALFOFO,96915,1,0,0,0,1,1,945.43,1,0,0.0,1,1,945.43,61400efe-9797-421e-b88f-30d7a8208ada
